id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.5481675322336297e+18,1.5481651667468984e+18,2022-07-16 04:47:57 UTC,2022-07-16,04:47:57,0,47396651.0,vaishbhaskaran,Vaishnavi Bhaskaran,,@originalmiks Can’t even ask this question re myself cause sitting at home and listening to coke studio,en,[],[],[],1.0,0.0,0.0,[],[],https://twitter.com/vaishbhaskaran/status/1548167532233629702,False,,0.0,,,,,,,,"[{'screen_name': 'originalmiks', 'name': 'maelstrom', 'id': '77147095'}]",,,,
1.5481663640738652e+18,1.5479882436767048e+18,2022-07-16 04:43:19 UTC,2022-07-16,04:43:19,0,2606301474.0,nousheen_irfan,Nousheen Irfan Khan,,@ali_aimy @cokestudio Ma sha Allah. . Such an energised n cute version of the song by the young man ! Loads of Love n prayers for him !,en,[],[],[],0.0,0.0,2.0,[],[],https://twitter.com/nousheen_irfan/status/1548166364073865216,False,,0.0,,,,,,,,"[{'screen_name': 'ali_aimy', 'name': 'Aimy Ali', 'id': '1229440704'}, {'screen_name': 'cokestudio', 'name': 'Coke Studio', 'id': '41097723'}]",,,,
1.5481587049434355e+18,1.548147581204566e+18,2022-07-16 04:12:53 UTC,2022-07-16,04:12:53,0,66076605.0,anishmohanty,Anish Mohanty,,"Chadta Suraj – Coke Studio  Leslie Lewis, who had collaborated with KK on ‘Pal’ and several jingles, recreated the iconic qawalli by Aziz Naza and got KK to sing it.  #UnderratedSongsByKK #KK   https://t.co/oGYl5tu723",en,[],['https://planetbollywood.com/wp/spotlight/kk-underrated-melodies-rendered-by-the-singer-which-deserve-more-love/'],[],1.0,0.0,0.0,"['underratedsongsbykk', 'kk']",[],https://twitter.com/anishmohanty/status/1548158704943435776,False,,0.0,,,,,,,,[],,,,
1.5481577370410227e+18,1.5481577370410227e+18,2022-07-16 04:09:02 UTC,2022-07-16,04:09:02,0,1.295742044514562e+18,teambloomph,BLOOM PHILIPPINES,,Good morning again Blooms! Remember may inaabangan pa tayong Coke Studio! ☺️   #BINI @BINI_ph,tl,"[{'screen_name': 'bini_ph', 'name': 'bini_ph', 'id': '1305405242243125248'}]",[],[],0.0,30.0,88.0,['bini'],[],https://twitter.com/TEAMBLOOMPH/status/1548157737041022976,False,,0.0,,,,,,,,[],,,,
1.5481567595791155e+18,1.5481567595791155e+18,2022-07-16 04:05:09 UTC,2022-07-16,04:05:09,0,1.334781267502461e+18,sgarkhedkar,Shreyas Garkhedkar,,Add Aaqa to the mix and get transported to other galaxies immediately xD #cokestudio,en,[],[],[],0.0,0.0,3.0,['cokestudio'],[],https://twitter.com/SGarkhedkar/status/1548156759579115521,False,https://twitter.com/vanshika_garg17/status/1547971276102201345,0.0,,,,,,,,[],,,,
1.5481549124331274e+18,1.547900304712016e+18,2022-07-16 03:57:49 UTC,2022-07-16,03:57:49,0,135068847.0,salujhar,Harsh Saluja,,@_myocardium_ Fantastic! Thanks for sharing.   Favorite ever composition across all seasons of Coke Studio... absolute gem,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/salujhar/status/1548154912433127424,False,,0.0,,,,,,,,"[{'screen_name': '_myocardium_', 'name': 'Hamd Nawaz', 'id': '4766160869'}]",,,,
1.5481490504860751e+18,1.547900304712016e+18,2022-07-16 03:34:31 UTC,2022-07-16,03:34:31,0,8.901603653755494e+17,shahzad_roomana,Roomana Shahzad,,"@_myocardium_ This is mesmerising song ...perhaps my favourite from coke studio. Great music, composition and vocals. Since i am always interested in folk stories, i can understand the lyrics too, it makes this song more 💓💓💓",en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/shahzad_roomana/status/1548149050486075392,False,,0.0,,,,,,,,"[{'screen_name': '_myocardium_', 'name': 'Hamd Nawaz', 'id': '4766160869'}]",,,,
1.5481478775782807e+18,1.5481478775782807e+18,2022-07-16 03:29:51 UTC,2022-07-16,03:29:51,0,103821263.0,mnkmanav,Manav K,,The story behind the song makes it even more captivating. One of the best songs of Coke Studio.,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/mnkmanav/status/1548147877578280960,False,https://twitter.com/_myocardium_/status/1547900304712015874,0.0,,,,,,,,[],,,,
1.5481415790213243e+18,1.5481415790213243e+18,2022-07-16 03:04:50 UTC,2022-07-16,03:04:50,0,145513222.0,radionayaandaz,Radio Naya Andaz ®,,Now playing Coke Studio | Season 14 | Tu Jhoom | Naseebo Lal x Abida Parveen.mp3 by !,et,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/RadioNayaAndaz/status/1548141579021324299,False,,0.0,,,,,,,,[],,,,
1.5481406557837353e+18,1.5481406557837353e+18,2022-07-16 03:01:10 UTC,2022-07-16,03:01:10,0,1.522368168093786e+18,4114r4h,🌑,,coke studio obsessed forever,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/4114r4h/status/1548140655783735296,False,,0.0,,,,,,,,[],,,,
1.5481393084981576e+18,1.547900304712016e+18,2022-07-16 02:55:48 UTC,2022-07-16,02:55:48,0,1.315469310605824e+18,harisgala,Gala,,@_myocardium_ Coke Studio's best ever imo,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/HarisGala/status/1548139308498157569,False,,0.0,,,,,,,,"[{'screen_name': '_myocardium_', 'name': 'Hamd Nawaz', 'id': '4766160869'}]",,,,
1.548138341337428e+18,1.548138341337428e+18,2022-07-16 02:51:58 UTC,2022-07-16,02:51:58,0,61338922.0,dcli,darryl li,,too bad they left this out of the coke studio version,en,[],[],[],0.0,0.0,1.0,[],[],https://twitter.com/dcli/status/1548138341337427968,False,https://twitter.com/_myocardium_/status/1547900372420661252,0.0,,,,,,,,[],,,,
1.548133259728474e+18,1.548133259728474e+18,2022-07-16 02:31:46 UTC,2022-07-16,02:31:46,0,8.929388766916321e+17,iamfayyazabbasi,Fayyaz Abbasi,,"Arguably one of the greatest songs ever produced, Paar Channa de is really close to my heart for its lyrical depth and matchless music @cokestudio",en,"[{'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}]",[],[],0.0,0.0,0.0,[],[],https://twitter.com/IamFayyazAbbasi/status/1548133259728474114,False,https://twitter.com/_myocardium_/status/1547900304712015874,0.0,,,,,,,,[],,,,
1.5481170148115907e+18,1.5481170148115907e+18,2022-07-16 01:27:13 UTC,2022-07-16,01:27:13,0,145513222.0,radionayaandaz,Radio Naya Andaz ®,,Now playing Coke Studio _ Season 14 _ Go _ Abdullah Siddiqui x Atif Aslam.mp3 by !,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/RadioNayaAndaz/status/1548117014811590656,False,,0.0,,,,,,,,[],,,,
1.5481094791236198e+18,1.547900304712016e+18,2022-07-16 00:57:16 UTC,2022-07-16,00:57:16,0,1.495750742317146e+18,nextworldx,Tree de Islamabad,,"@_myocardium_ In the coke studio song, the claypot was taking to sohni. That is the thing which makes this poem kinda song so close to my heart. Its deep.",en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/NextWorldx/status/1548109479123619841,False,,0.0,,,,,,,,"[{'screen_name': '_myocardium_', 'name': 'Hamd Nawaz', 'id': '4766160869'}]",,,,
1.5481043203562127e+18,1.5481043203562127e+18,2022-07-16 00:36:47 UTC,2022-07-16,00:36:47,0,258669915.0,diceyknight,Dice Martin,,Yo can I release my new single on Coke Studio? @CocaCola,en,"[{'screen_name': 'cocacola', 'name': 'coca-cola', 'id': '26787673'}]",[],[],0.0,0.0,1.0,[],[],https://twitter.com/DiceyKnight/status/1548104320356212738,False,,0.0,,,,,,,,[],,,,
1.548101143997268e+18,1.548101143997268e+18,2022-07-16 00:24:09 UTC,2022-07-16,00:24:09,0,1.2384875514528645e+18,leezykeenz,Frank Ocean,,coke studio 😍,en,[],[],[],0.0,0.0,2.0,[],[],https://twitter.com/leezykeenz/status/1548101143997267971,False,,0.0,,,,,,,,[],,,,
1.5480819459254968e+18,1.548047190357975e+18,2022-07-15 23:07:52 UTC,2022-07-15,23:07:52,0,290922971.0,shaimaaofpal,Shai-maa,,"3 songs from Coke Studio season 14 (that I know of) made their way to the soundtrack, and 'Dil Bole Hadippa'!!",en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/ShaimaaOfPal/status/1548081945925496832,False,,0.0,,,,,,,,[],,,,
1.5480712917473075e+18,1.5480712917473075e+18,2022-07-15 22:25:32 UTC,2022-07-15,22:25:32,0,1.3264411984044564e+18,mevluttahtaci,𝑀𝑒𝑣𝑙𝑢𝑡 𝑇𝑎ℎ𝑡𝑎𝑐𝑖,,#CokeStudio  https://t.co/HOcy18Y78D,qme,[],[],['https://pbs.twimg.com/media/FXvaonrUUAEuocf.jpg'],0.0,0.0,0.0,['cokestudio'],[],https://twitter.com/MevlutTahtaci/status/1548071291747307522,False,,1.0,https://pbs.twimg.com/media/FXvaonrUUAEuocf.jpg,,,,,,,[],,,,
1.548069858130088e+18,1.548069858130088e+18,2022-07-15 22:19:50 UTC,2022-07-15,22:19:50,0,876604129.0,peterofallon1,Peter O'Fallon,,The Companies Whose Products Result in the Most Plastic Trash - TheStreet. ⁦@cokestudio⁩ ⁦@Nestle⁩ ⁦@WallmartWalmart⁩ ⁦@Starbucks⁩ ⁦@McDonalds⁩ @P&amp;G ⁦@pepsi⁩ ⁦@D3SANI⁩ ⁦@KirklandJones⁩ STOP! Now!  https://t.co/IEWs3fcNzK,en,"[{'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}, {'screen_name': 'nestle', 'name': 'nestlé', 'id': '23085995'}, {'screen_name': 'wallmartwalmart', 'name': 'walmart', 'id': '2259536120'}, {'screen_name': 'starbucks', 'name': 'starbucks coffee', 'id': '30973'}, {'screen_name': 'mcdonalds', 'name': ""mcdonald's"", 'id': '71026122'}, {'screen_name': 'p', 'name': 'paolo i.', 'id': '11046'}, {'screen_name': 'pepsi', 'name': 'pepsi', 'id': '18139619'}, {'screen_name': 'd3sani', 'name': 'desani', 'id': '3068836130'}, {'screen_name': 'kirklandjones', 'name': 'costco', 'id': '343809192'}]",['https://apple.news/AsfB-PwdCQTq6GpGRJY9-Lw'],[],0.0,0.0,0.0,[],[],https://twitter.com/PeterOFallon1/status/1548069858130087942,False,,0.0,,,,,,,,[],,,,
1.5480668987508163e+18,1.5480668987508163e+18,2022-07-15 22:08:05 UTC,2022-07-15,22:08:05,0,3184321778.0,he_him__,Dumbest homo,,Paar Chanaa De| Shilpa Rao | Noori | Episode 4 Coke Studio Season 9 by Fahad Javaid 5 on #SoundCloud  https://t.co/XxvLCCMFXJ,et,[],['https://soundcloud.app.goo.gl/MdUF7D3ucE1mdRRi9'],[],0.0,0.0,0.0,['soundcloud'],[],https://twitter.com/He_him__/status/1548066898750816256,False,,0.0,,,,,,,,[],,,,
1.5480643473346437e+18,1.5480643473346437e+18,2022-07-15 21:57:56 UTC,2022-07-15,21:57:56,0,1495849832.0,arshanshahid,Arshan Shahid,,@zulfiqarjkhan you better have @oneandonlytg for the next @cokestudio. ✌🏻✌🏻,en,"[{'screen_name': 'oneandonlytg', 'name': 'taha g', 'id': '995615209401315328'}, {'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}]",[],[],0.0,0.0,0.0,[],[],https://twitter.com/ArshanShahid/status/1548064347334643713,False,,0.0,,,,,,,,[],,,,
1.548060910819762e+18,1.548060910819762e+18,2022-07-15 21:44:17 UTC,2022-07-15,21:44:17,0,2213623135.0,hirahyder,HiraHyderScribbles,,🎵…Paar chanaa de disse kulli yaar di  Ghadiya ghadiya aa ve ghadiya  Raat haneri nadi ṭhaaṭhaan maardi   Adiye adiye haan ni adiye — @cokestudio  https://t.co/ABya8bhJPu,hi,"[{'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}]",[],['https://pbs.twimg.com/media/FXvRMI1UIAAuAc7.jpg'],0.0,0.0,2.0,[],[],https://twitter.com/HiraHyder/status/1548060910819762178,False,,1.0,https://pbs.twimg.com/media/FXvRMI1UIAAuAc7.jpg,,,,,,,[],,,,
1.5480519860790927e+18,1.5480519860790927e+18,2022-07-15 21:08:49 UTC,2022-07-15,21:08:49,0,1.4775594254685676e+18,alizooar,salman khania,,Sb Maya hai | Whatsapp status| San Maya hai Urdu lyrics | San Maya hai by coke studio #shorts   https://t.co/vE5vV15b8S  https://t.co/WkGeewgcZa,in,[],['https://ift.tt/LwCnsOP'],['https://pbs.twimg.com/media/FXvJE_YUEAQe_Xp.jpg'],0.0,0.0,0.0,['shorts'],[],https://twitter.com/AliZooar/status/1548051986079092736,False,,1.0,https://pbs.twimg.com/media/FXvJE_YUEAQe_Xp.jpg,,,,,,,[],,,,
1.5480516391514317e+18,1.5480516391514317e+18,2022-07-15 21:07:26 UTC,2022-07-15,21:07:26,0,1.247239064740409e+18,coronavirusvid1,coronavirus video,,Sb Maya hai | Whatsapp status| San Maya hai Urdu lyrics | San Maya hai by coke studio #shorts   https://t.co/MyhsIvGeV9  https://t.co/YekvzCejm7,in,[],['https://ift.tt/8y2nRVq'],['https://pbs.twimg.com/media/FXvIwytVQAAgHk9.jpg'],0.0,0.0,0.0,['shorts'],[],https://twitter.com/coronavirusvid1/status/1548051639151431682,False,,1.0,https://pbs.twimg.com/media/FXvIwytVQAAgHk9.jpg,,,,,,,[],,,,
1.548048671086084e+18,1.548048671086084e+18,2022-07-15 20:55:39 UTC,2022-07-15,20:55:39,0,167119603.0,glittersmitter5,Highlife Shenanigans,,One of the best @cokestudio has ever released.  ❤️,en,"[{'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}]",[],[],0.0,0.0,1.0,[],[],https://twitter.com/GlitterSmitter5/status/1548048671086084096,False,https://twitter.com/_myocardium_/status/1547900304712015874,0.0,,,,,,,,[],,,,
1.5480470321950392e+18,1.5480470321950392e+18,2022-07-15 20:49:08 UTC,2022-07-15,20:49:08,0,1.263858779533312e+18,anooshahahaha,cinnamon girl,,want coke studio 14 era back,en,[],[],[],0.0,0.0,3.0,[],[],https://twitter.com/Anooshahahaha/status/1548047032195039233,False,,0.0,,,,,,,,[],,,,
1.5480465375610798e+18,1.5360421551725036e+18,2022-07-15 20:47:10 UTC,2022-07-15,20:47:10,0,1.548042170040742e+18,__cancerbaby__,"Baby, Now that I have Cancer",,"@s_g_gajpal @YouTube @Shaegilll @alisethimusic @cokestudio Remember me baby? I am still alive, your greatest creation",en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/__CancerBaby__/status/1548046537561079808,False,,0.0,,,,,,,,"[{'screen_name': 's_g_gajpal', 'name': 'Gajpal S G', 'id': '867564044684857345'}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': '10228272'}, {'screen_name': 'Shaegilll', 'name': 'Shae Gill', 'id': '1525158077703626752'}, {'screen_name': 'alisethimusic', 'name': 'Ali Sethi', 'id': '1218169228320108544'}, {'screen_name': 'cokestudio', 'name': 'Coke Studio', 'id': '41097723'}]",,,,
1.5480463231185265e+18,1.5480463231185265e+18,2022-07-15 20:46:19 UTC,2022-07-15,20:46:19,0,7.174411753603154e+17,shahoud_10,SHAHOUD AHMED,,#hassanraheem #peechayhutt #cokestudio  https://t.co/8GuLGsbcLo,qme,[],[],['https://pbs.twimg.com/media/FXvD647UcAIeWye.jpg'],0.0,0.0,1.0,"['hassanraheem', 'peechayhutt', 'cokestudio']",[],https://twitter.com/Shahoud_10/status/1548046323118526465,False,,1.0,https://pbs.twimg.com/media/FXvD647UcAIeWye.jpg,,,,,,,[],,,,
1.548044326906708e+18,1.5480151249207747e+18,2022-07-15 20:38:23 UTC,2022-07-15,20:38:23,0,1.344681331477926e+18,swaggmoneyyoloo,whoevenisrida,,@saadjanx There was once this coke studio event aur basically aik oye hoye chips game thi where u get tied to a machine type thing and apko hawa mei le kar jate hein phir neeche late hein and u have to grab as many packets. I got unconscious mid way and fainted don’t remember a thing,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/swaggmoneyyoloo/status/1548044326906707968,False,,0.0,,,,,,,,"[{'screen_name': 'saadjanx', 'name': 'Saad', 'id': '1471146296564232207'}]",,,,
1.5480433417276006e+18,1.5480433417276006e+18,2022-07-15 20:34:28 UTC,2022-07-15,20:34:28,0,145513222.0,radionayaandaz,Radio Naya Andaz ®,,Now playing Coke Studio _ Season 14 _ Peechay Hutt _ Justin Bibis x Talal Qureshi x Hasan Raheem 2022.mp3 by !,en,[],[],[],0.0,0.0,0.0,[],[],https://twitter.com/RadioNayaAndaz/status/1548043341727600640,False,,0.0,,,,,,,,[],,,,
1.5480409698318868e+18,1.5480409698318868e+18,2022-07-15 20:25:03 UTC,2022-07-15,20:25:03,0,1.2029631481159844e+18,jaygarn83650355,Jay Garner,,Shob Lokey Koy | Coke Studio Bangla | Season One | Kaniz Khandaker Mitu X Murshidabadi - YouTube “pani sab mein ek”   https://t.co/VLfvYg24z9,in,[],['https://m.youtube.com/watch?v=L-arhlgPiy8'],[],0.0,0.0,1.0,[],[],https://twitter.com/JayGarn83650355/status/1548040969831886848,False,,0.0,,,,,,,,[],,,,
1.5480404783979067e+18,1.5480404783979067e+18,2022-07-15 20:23:05 UTC,2022-07-15,20:23:05,0,7.763750223194643e+17,kyakhabarbq,Hasnain Qureshi,,I think Coke studio season 8&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;❤️❤️😘  @cokestudio  #Cs8,en,"[{'screen_name': 'cokestudio', 'name': 'coke studio', 'id': '41097723'}]",[],[],0.0,0.0,0.0,['cs8'],[],https://twitter.com/KYAKHABARBQ/status/1548040478397906949,False,,0.0,,,,,,,,[],,,,
1.5480351019711939e+18,1.547928981357355e+18,2022-07-15 20:01:44 UTC,2022-07-15,20:01:44,0,75851980.0,ajformanite,Hala Madrid,,@CokePk Man this could have been way better if you guys had asked zulfi and coke studio pakistan team to make it.,en,[],[],[],0.0,0.0,1.0,[],[],https://twitter.com/ajformanite/status/1548035101971193858,False,,0.0,,,,,,,,"[{'screen_name': 'CokePk', 'name': 'Coca-Cola Pakistan', 'id': '914123821'}]",,,,
1.5480293036311631e+18,1.5480293036311631e+18,2022-07-15 19:38:41 UTC,2022-07-15,19:38:41,0,1.41718503607228e+18,iqraa_munawar,Iqra Munawar,,"The writer’s amazing imagination indeed takes us to the unfortunate night in the sohni mahiwal folklore, absolutely beautiful piece of Punjabi poetry &amp; one of my favourite too.  The Best line“kacchiyaan te rakkhiye na umeed paar di” this is it, this is everything. #CokeStudio",en,[],[],[],0.0,0.0,0.0,['cokestudio'],[],https://twitter.com/Iqraa_Munawar/status/1548029303631163392,False,https://twitter.com/_myocardium_/status/1547900304712015874,0.0,,,,,,,,[],,,,
1.548027446066233e+18,1.548027446066233e+18,2022-07-15 19:31:18 UTC,2022-07-15,19:31:18,0,1.4229499211755233e+18,aneeschaudhary_,Anees Naveed,,@cokestudio peaked here🙌❤️ @shilparao11  https://t.co/FeIwwkqOF2,en,"[{'screen_name': 'shilparao11', 'name': 'shilpa rao', 'id': '89336577'}]",[],['https://pbs.twimg.com/media/FXuywZSUEAEc04u.jpg'],0.0,0.0,1.0,[],[],https://twitter.com/AneesChaudhary_/status/1548027446066233345,False,,1.0,https://pbs.twimg.com/media/FXuywZSUEAEc04u.jpg,,,,,,,[],,,,
1.548027402005074e+18,1.548027402005074e+18,2022-07-15 19:31:08 UTC,2022-07-15,19:31:08,0,1.5155188513494587e+18,hissam1uddin,Uddin Hissam,,Coke Studio Season 8| Tajdar-e-Haram| Atif Aslam  https://t.co/K518pswUnp via @YouTube,tr,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/a18py61_F_w'],[],0.0,0.0,0.0,[],[],https://twitter.com/Hissam1Uddin/status/1548027402005073921,False,,0.0,,,,,,,,[],,,,
1.5480273292715704e+18,1.548023793192317e+18,2022-07-15 19:30:50 UTC,2022-07-15,19:30:50,0,1.4615134441007432e+18,prakash88588137,RCB'ian❤️,,@Sassy_Soul_ Coke studio most viewed songs🔥🔥🔥🔥,en,[],[],[],0.0,0.0,1.0,[],[],https://twitter.com/Prakash88588137/status/1548027329271570434,False,,0.0,,,,,,,,"[{'screen_name': 'Sassy_Soul_', 'name': 'Aditi.', 'id': '720844501804167171'}]",,,,
1.5480264712935178e+18,1.5480264712935178e+18,2022-07-15 19:27:26 UTC,2022-07-15,19:27:26,0,144026920.0,lady_gabbar,Ankita,,Hey (with the intention of spending Friday night in bed  listening to Coke Studio songs),en,[],[],[],0.0,0.0,5.0,[],[],https://twitter.com/lady_gabbar/status/1548026471293517824,False,https://twitter.com/lady_gabbar/status/1548026115385880576,0.0,,,,,,,,[],,,,
